,DefE_No Empirical Weight,DefE_0.01,DefE_0.1,DefE_1,DefE_10
1,36.58572901076534,37.32595971989024,37.83167145222653,37.94438446452524,37.58235832232483
2,43.493739051448,44.14961579311672,44.57495276790808,44.58319543909207,44.20130831101062
3,46.943268438663424,47.650575807545636,48.27494010791232,47.93300155677425,47.42620344006898
4,49.169661887409326,49.515021169914675,50.01961968863606,49.71450404797718,49.222387693535545
5,50.39332402640437,50.441512019150935,51.319218380172394,50.68837224314026,50.20834917337715
6,51.20969013191123,51.504250081427394,52.14138303515855,51.5692649464536,51.07151054512929
7,51.87186151780163,52.1219861648211,52.803109025617964,52.281118500623855,51.75570755931266
8,52.41232652184495,52.66554060536458,53.36435105032721,52.82784529410803,52.20661552478164
9,52.87646926463804,53.17480875597133,53.706013792245685,53.17183800926444,52.510630769810454
