,Default,20,40,60,80,100
1,71.87793427230046,72.04225352112677,72.60563380281691,72.3943661971831,72.27699530516432,72.53521126760563
2,80.49295774647888,80.39906103286386,81.05633802816902,81.94835680751173,81.3849765258216,81.50234741784037
3,83.84976525821595,83.70892018779342,84.67136150234742,85.32863849765259,84.74178403755869,85.23474178403757
4,85.28169014084507,85.30516431924883,86.15023474178403,86.87793427230048,86.73708920187794,86.94835680751174
5,86.24413145539907,86.17370892018779,87.34741784037558,88.35680751173709,88.07511737089202,88.30985915492958
6,86.92488262910798,86.64319248826291,88.00469483568075,89.037558685446,88.9906103286385,89.2018779342723
7,87.34741784037558,87.04225352112675,88.45070422535211,89.48356807511738,89.71830985915493,89.7887323943662
8,87.60563380281691,87.30046948356808,88.92018779342723,90.02347417840375,90.30516431924883,90.51643192488264
9,87.76995305164318,87.44131455399061,89.29577464788733,90.28169014084507,90.86854460093898,90.86854460093898
